=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN                                      --
├─Sequential: 1-1                        --
│    └─Conv2d: 2-1                       1,792
│    └─GroupNorm: 2-2                    128
│    └─ReLU: 2-3                         --
│    └─Conv2d: 2-4                       36,928
│    └─GroupNorm: 2-5                    128
│    └─ReLU: 2-6                         --
│    └─MaxPool2d: 2-7                    --
│    └─Conv2d: 2-8                       73,856
│    └─GroupNorm: 2-9                    256
│    └─ReLU: 2-10                        --
│    └─Conv2d: 2-11                      147,584
│    └─GroupNorm: 2-12                   256
│    └─ReLU: 2-13                        --
│    └─MaxPool2d: 2-14                   --
│    └─Conv2d: 2-15                      295,168
│    └─GroupNorm: 2-16                   512
│    └─ReLU: 2-17                        --
│    └─Conv2d: 2-18                      590,080
│    └─GroupNorm: 2-19                   512
│    └─ReLU: 2-20                        --
│    └─Conv2d: 2-21                      590,080
│    └─GroupNorm: 2-22                   512
│    └─ReLU: 2-23                        --
│    └─MaxPool2d: 2-24                   --
│    └─Conv2d: 2-25                      1,180,160
│    └─GroupNorm: 2-26                   1,024
│    └─ReLU: 2-27                        --
│    └─Conv2d: 2-28                      2,359,808
│    └─GroupNorm: 2-29                   1,024
│    └─ReLU: 2-30                        --
│    └─Conv2d: 2-31                      2,359,808
│    └─GroupNorm: 2-32                   1,024
│    └─ReLU: 2-33                        --
│    └─MaxPool2d: 2-34                   --
├─Sequential: 1-2                        --
│    └─Linear: 2-35                      8,392,704
│    └─ReLU: 2-36                        --
│    └─Dropout: 2-37                     --
│    └─Linear: 2-38                      16,781,312
│    └─ReLU: 2-39                        --
│    └─Dropout: 2-40                     --
│    └─Linear: 2-41                      4,097,000
│    └─ReLU: 2-42                        --
│    └─Dropout: 2-43                     --
│    └─Linear: 2-44                      14,014
=================================================================
Total params: 36,925,670
Trainable params: 36,925,670
Non-trainable params: 0
=================================================================
TRAINING - Epoch 0 Batch 0: loss 0.04925793036818504, f1 0.121,  prec 0.071, rec 0.418
VALIDATION - Epoch 156 Batch 20: loss 0.023645635694265366, f1 0.42, prec 0.79, rec 0.286
TRAINING - Epoch 157 Batch 0: loss 0.01866253837943077, f1 0.5,  prec 0.78, rec 0.368
TRAINING - Epoch 157 Batch 10: loss 0.015497301705181599, f1 0.507,  prec 0.79, rec 0.373
TRAINING - Epoch 157 Batch 20: loss 0.018995195627212524, f1 0.563,  prec 0.781, rec 0.44
TRAINING - Epoch 157 Batch 30: loss 0.01957925409078598, f1 0.506,  prec 0.748, rec 0.382
TRAINING - Epoch 157 Batch 40: loss 0.018562432378530502, f1 0.531,  prec 0.719, rec 0.421
TRAINING - Epoch 157 Batch 50: loss 0.01555860135704279, f1 0.627,  prec 0.732, rec 0.548
VALIDATION - Epoch 157 Batch 0: loss 0.022431664168834686, f1 0.512, prec 0.781, rec 0.38
VALIDATION - Epoch 157 Batch 10: loss 0.02474726177752018, f1 0.428, prec 0.658, rec 0.317
VALIDATION - Epoch 157 Batch 20: loss 0.02335827797651291, f1 0.509, prec 0.763, rec 0.381
TRAINING - Epoch 158 Batch 0: loss 0.019031371921300888, f1 0.539,  prec 0.728, rec 0.428
TRAINING - Epoch 158 Batch 10: loss 0.01826704666018486, f1 0.545,  prec 0.703, rec 0.445
TRAINING - Epoch 158 Batch 20: loss 0.017667507752776146, f1 0.495,  prec 0.789, rec 0.361
TRAINING - Epoch 158 Batch 30: loss 0.01795106567442417, f1 0.573,  prec 0.725, rec 0.474
TRAINING - Epoch 158 Batch 40: loss 0.01895028166472912, f1 0.43,  prec 0.691, rec 0.312
TRAINING - Epoch 158 Batch 50: loss 0.01706812158226967, f1 0.525,  prec 0.782, rec 0.395
VALIDATION - Epoch 158 Batch 0: loss 0.025493986904621124, f1 0.392, prec 0.775, rec 0.262
VALIDATION - Epoch 158 Batch 10: loss 0.022158615291118622, f1 0.432, prec 0.788, rec 0.297
VALIDATION - Epoch 158 Batch 20: loss 0.023691697046160698, f1 0.463, prec 0.845, rec 0.319
TRAINING - Epoch 159 Batch 0: loss 0.01885237917304039, f1 0.528,  prec 0.818, rec 0.39
TRAINING - Epoch 159 Batch 10: loss 0.016714956611394882, f1 0.613,  prec 0.714, rec 0.536
TRAINING - Epoch 159 Batch 20: loss 0.021770231425762177, f1 0.505,  prec 0.833, rec 0.362
TRAINING - Epoch 159 Batch 30: loss 0.019445594400167465, f1 0.515,  prec 0.74, rec 0.395
TRAINING - Epoch 159 Batch 40: loss 0.01799391582608223, f1 0.556,  prec 0.724, rec 0.451
TRAINING - Epoch 159 Batch 50: loss 0.01757609099149704, f1 0.615,  prec 0.735, rec 0.529
VALIDATION - Epoch 159 Batch 0: loss 0.0254820603877306, f1 0.432, prec 0.707, rec 0.311
VALIDATION - Epoch 159 Batch 10: loss 0.021667543798685074, f1 0.488, prec 0.726, rec 0.367
VALIDATION - Epoch 159 Batch 20: loss 0.025097830221056938, f1 0.412, prec 0.664, rec 0.299
TRAINING - Epoch 160 Batch 0: loss 0.019377373158931732, f1 0.533,  prec 0.745, rec 0.415
TRAINING - Epoch 160 Batch 10: loss 0.016005512326955795, f1 0.541,  prec 0.75, rec 0.423
TRAINING - Epoch 160 Batch 20: loss 0.01590009033679962, f1 0.521,  prec 0.773, rec 0.393
TRAINING - Epoch 160 Batch 30: loss 0.0199838075786829, f1 0.444,  prec 0.857, rec 0.3
TRAINING - Epoch 160 Batch 40: loss 0.017207149416208267, f1 0.532,  prec 0.761, rec 0.409
TRAINING - Epoch 160 Batch 50: loss 0.02316221222281456, f1 0.4,  prec 0.828, rec 0.264
VALIDATION - Epoch 160 Batch 0: loss 0.02281799539923668, f1 0.444, prec 0.778, rec 0.31
VALIDATION - Epoch 160 Batch 10: loss 0.023281732574105263, f1 0.393, prec 0.805, rec 0.26
VALIDATION - Epoch 160 Batch 20: loss 0.023165447637438774, f1 0.376, prec 0.739, rec 0.252
TRAINING - Epoch 161 Batch 0: loss 0.017077654600143433, f1 0.505,  prec 0.885, rec 0.354
TRAINING - Epoch 161 Batch 10: loss 0.01758071780204773, f1 0.552,  prec 0.736, rec 0.441
TRAINING - Epoch 161 Batch 20: loss 0.01707879826426506, f1 0.55,  prec 0.782, rec 0.424
TRAINING - Epoch 161 Batch 30: loss 0.016104400157928467, f1 0.613,  prec 0.717, rec 0.534
TRAINING - Epoch 161 Batch 40: loss 0.017982611432671547, f1 0.59,  prec 0.809, rec 0.464
TRAINING - Epoch 161 Batch 50: loss 0.016571680083870888, f1 0.525,  prec 0.855, rec 0.379
VALIDATION - Epoch 161 Batch 0: loss 0.02498696558177471, f1 0.535, prec 0.698, rec 0.434
VALIDATION - Epoch 161 Batch 10: loss 0.021738829091191292, f1 0.548, prec 0.764, rec 0.427
VALIDATION - Epoch 161 Batch 20: loss 0.02177141048014164, f1 0.507, prec 0.775, rec 0.377
TRAINING - Epoch 162 Batch 0: loss 0.017565535381436348, f1 0.6,  prec 0.711, rec 0.519
TRAINING - Epoch 162 Batch 10: loss 0.018065225332975388, f1 0.484,  prec 0.709, rec 0.368
TRAINING - Epoch 162 Batch 20: loss 0.017721857875585556, f1 0.571,  prec 0.742, rec 0.464
TRAINING - Epoch 162 Batch 30: loss 0.01653975620865822, f1 0.556,  prec 0.797, rec 0.427
TRAINING - Epoch 162 Batch 40: loss 0.0172940194606781, f1 0.575,  prec 0.723, rec 0.478
TRAINING - Epoch 162 Batch 50: loss 0.017076341435313225, f1 0.532,  prec 0.66, rec 0.445
VALIDATION - Epoch 162 Batch 0: loss 0.022104578092694283, f1 0.517, prec 0.711, rec 0.406
VALIDATION - Epoch 162 Batch 10: loss 0.02357260324060917, f1 0.51, prec 0.71, rec 0.399
VALIDATION - Epoch 162 Batch 20: loss 0.02519763447344303, f1 0.467, prec 0.617, rec 0.376
TRAINING - Epoch 163 Batch 0: loss 0.019678553566336632, f1 0.557,  prec 0.726, rec 0.452
TRAINING - Epoch 163 Batch 10: loss 0.01753116399049759, f1 0.5,  prec 0.694, rec 0.391
TRAINING - Epoch 163 Batch 20: loss 0.018260885030031204, f1 0.533,  prec 0.68, rec 0.439
TRAINING - Epoch 163 Batch 30: loss 0.019142478704452515, f1 0.515,  prec 0.779, rec 0.385
TRAINING - Epoch 163 Batch 40: loss 0.017791954800486565, f1 0.529,  prec 0.795, rec 0.396
TRAINING - Epoch 163 Batch 50: loss 0.017828188836574554, f1 0.586,  prec 0.713, rec 0.498
VALIDATION - Epoch 163 Batch 0: loss 0.02340741641819477, f1 0.435, prec 0.632, rec 0.332
VALIDATION - Epoch 163 Batch 10: loss 0.02432660199701786, f1 0.457, prec 0.626, rec 0.359
VALIDATION - Epoch 163 Batch 20: loss 0.02388865128159523, f1 0.465, prec 0.617, rec 0.373
TRAINING - Epoch 164 Batch 0: loss 0.018241262063384056, f1 0.585,  prec 0.685, rec 0.511
TRAINING - Epoch 164 Batch 10: loss 0.020061057060956955, f1 0.512,  prec 0.721, rec 0.397
TRAINING - Epoch 164 Batch 20: loss 0.015850074589252472, f1 0.524,  prec 0.75, rec 0.402
TRAINING - Epoch 164 Batch 30: loss 0.018456853926181793, f1 0.597,  prec 0.686, rec 0.528
TRAINING - Epoch 164 Batch 40: loss 0.01554393582046032, f1 0.524,  prec 0.731, rec 0.408
TRAINING - Epoch 164 Batch 50: loss 0.017425628378987312, f1 0.539,  prec 0.8, rec 0.406
VALIDATION - Epoch 164 Batch 0: loss 0.024469491094350815, f1 0.485, prec 0.752, rec 0.358
VALIDATION - Epoch 164 Batch 10: loss 0.025022367015480995, f1 0.456, prec 0.746, rec 0.328
VALIDATION - Epoch 164 Batch 20: loss 0.025424711406230927, f1 0.45, prec 0.737, rec 0.323
TRAINING - Epoch 165 Batch 0: loss 0.014543742872774601, f1 0.533,  prec 0.769, rec 0.408
TRAINING - Epoch 165 Batch 10: loss 0.019872993230819702, f1 0.532,  prec 0.827, rec 0.392
TRAINING - Epoch 165 Batch 20: loss 0.018765797838568687, f1 0.516,  prec 0.72, rec 0.401
TRAINING - Epoch 165 Batch 30: loss 0.017828647047281265, f1 0.557,  prec 0.747, rec 0.444
TRAINING - Epoch 165 Batch 40: loss 0.017040206119418144, f1 0.537,  prec 0.777, rec 0.41
TRAINING - Epoch 165 Batch 50: loss 0.016647329553961754, f1 0.625,  prec 0.804, rec 0.511
VALIDATION - Epoch 165 Batch 0: loss 0.025325393304228783, f1 0.468, prec 0.723, rec 0.346
VALIDATION - Epoch 165 Batch 10: loss 0.021068383008241653, f1 0.471, prec 0.775, rec 0.339
VALIDATION - Epoch 165 Batch 20: loss 0.02285224013030529, f1 0.438, prec 0.718, rec 0.315
TRAINING - Epoch 166 Batch 0: loss 0.0164702907204628, f1 0.57,  prec 0.766, rec 0.454
TRAINING - Epoch 166 Batch 10: loss 0.013935417868196964, f1 0.617,  prec 0.788, rec 0.506
TRAINING - Epoch 166 Batch 20: loss 0.015987439081072807, f1 0.583,  prec 0.784, rec 0.463
TRAINING - Epoch 166 Batch 30: loss 0.016966264694929123, f1 0.609,  prec 0.722, rec 0.527
TRAINING - Epoch 166 Batch 40: loss 0.020081205293536186, f1 0.499,  prec 0.785, rec 0.366
TRAINING - Epoch 166 Batch 50: loss 0.017049599438905716, f1 0.584,  prec 0.642, rec 0.535
VALIDATION - Epoch 166 Batch 0: loss 0.02193998172879219, f1 0.443, prec 0.778, rec 0.31
VALIDATION - Epoch 166 Batch 10: loss 0.024424932897090912, f1 0.401, prec 0.618, rec 0.297
VALIDATION - Epoch 166 Batch 20: loss 0.02199420891702175, f1 0.487, prec 0.699, rec 0.373
TRAINING - Epoch 167 Batch 0: loss 0.016394110396504402, f1 0.569,  prec 0.769, rec 0.452
TRAINING - Epoch 167 Batch 10: loss 0.01630687527358532, f1 0.522,  prec 0.689, rec 0.42
TRAINING - Epoch 167 Batch 20: loss 0.016109876334667206, f1 0.626,  prec 0.771, rec 0.527
TRAINING - Epoch 167 Batch 30: loss 0.018224269151687622, f1 0.507,  prec 0.858, rec 0.36
TRAINING - Epoch 167 Batch 40: loss 0.01730990782380104, f1 0.58,  prec 0.774, rec 0.463
TRAINING - Epoch 167 Batch 50: loss 0.014911407604813576, f1 0.583,  prec 0.732, rec 0.485
VALIDATION - Epoch 167 Batch 0: loss 0.023255346342921257, f1 0.467, prec 0.688, rec 0.353
VALIDATION - Epoch 167 Batch 10: loss 0.022975362837314606, f1 0.504, prec 0.748, rec 0.379
VALIDATION - Epoch 167 Batch 20: loss 0.026568057015538216, f1 0.47, prec 0.72, rec 0.349
TRAINING - Epoch 168 Batch 0: loss 0.0162657443434, f1 0.593,  prec 0.781, rec 0.478
TRAINING - Epoch 168 Batch 10: loss 0.016586272045969963, f1 0.5,  prec 0.736, rec 0.378
TRAINING - Epoch 168 Batch 20: loss 0.016263265162706375, f1 0.549,  prec 0.68, rec 0.46
TRAINING - Epoch 168 Batch 30: loss 0.016428617760539055, f1 0.566,  prec 0.76, rec 0.451
TRAINING - Epoch 168 Batch 40: loss 0.015335677191615105, f1 0.59,  prec 0.724, rec 0.498
TRAINING - Epoch 168 Batch 50: loss 0.016105107963085175, f1 0.556,  prec 0.819, rec 0.421
VALIDATION - Epoch 168 Batch 0: loss 0.024621624499559402, f1 0.49, prec 0.665, rec 0.388
VALIDATION - Epoch 168 Batch 10: loss 0.024046314880251884, f1 0.441, prec 0.69, rec 0.324
VALIDATION - Epoch 168 Batch 20: loss 0.024110114201903343, f1 0.462, prec 0.608, rec 0.373
TRAINING - Epoch 169 Batch 0: loss 0.019301844760775566, f1 0.558,  prec 0.658, rec 0.484
TRAINING - Epoch 169 Batch 10: loss 0.017873108386993408, f1 0.544,  prec 0.736, rec 0.431
TRAINING - Epoch 169 Batch 20: loss 0.01832643710076809, f1 0.565,  prec 0.701, rec 0.474
TRAINING - Epoch 169 Batch 30: loss 0.019811373203992844, f1 0.538,  prec 0.685, rec 0.443
TRAINING - Epoch 169 Batch 40: loss 0.017474157735705376, f1 0.499,  prec 0.71, rec 0.384
TRAINING - Epoch 169 Batch 50: loss 0.015483253635466099, f1 0.534,  prec 0.814, rec 0.398
VALIDATION - Epoch 169 Batch 0: loss 0.027040639892220497, f1 0.436, prec 0.784, rec 0.302
VALIDATION - Epoch 169 Batch 10: loss 0.026444146409630775, f1 0.439, prec 0.835, rec 0.298
VALIDATION - Epoch 169 Batch 20: loss 0.02899802476167679, f1 0.374, prec 0.739, rec 0.25
TRAINING - Epoch 170 Batch 0: loss 0.015241582877933979, f1 0.597,  prec 0.794, rec 0.479
TRAINING - Epoch 170 Batch 10: loss 0.017270883545279503, f1 0.586,  prec 0.748, rec 0.482
TRAINING - Epoch 170 Batch 20: loss 0.015955554321408272, f1 0.513,  prec 0.837, rec 0.37
TRAINING - Epoch 170 Batch 30: loss 0.0187044870108366, f1 0.545,  prec 0.65, rec 0.47
TRAINING - Epoch 170 Batch 40: loss 0.016753394156694412, f1 0.608,  prec 0.771, rec 0.502
TRAINING - Epoch 170 Batch 50: loss 0.016424309462308884, f1 0.602,  prec 0.779, rec 0.49
VALIDATION - Epoch 170 Batch 0: loss 0.025238804519176483, f1 0.492, prec 0.766, rec 0.362
VALIDATION - Epoch 170 Batch 10: loss 0.028470478951931, f1 0.402, prec 0.748, rec 0.275
VALIDATION - Epoch 170 Batch 20: loss 0.02070384845137596, f1 0.462, prec 0.729, rec 0.339
TRAINING - Epoch 171 Batch 0: loss 0.015853259712457657, f1 0.559,  prec 0.835, rec 0.421
TRAINING - Epoch 171 Batch 10: loss 0.01906208135187626, f1 0.552,  prec 0.719, rec 0.448
TRAINING - Epoch 171 Batch 20: loss 0.01831463724374771, f1 0.524,  prec 0.656, rec 0.436
TRAINING - Epoch 171 Batch 30: loss 0.01691918820142746, f1 0.504,  prec 0.719, rec 0.388
TRAINING - Epoch 171 Batch 40: loss 0.016246432438492775, f1 0.614,  prec 0.72, rec 0.535
TRAINING - Epoch 171 Batch 50: loss 0.019354544579982758, f1 0.585,  prec 0.718, rec 0.493
VALIDATION - Epoch 171 Batch 0: loss 0.02749844826757908, f1 0.402, prec 0.657, rec 0.29
VALIDATION - Epoch 171 Batch 10: loss 0.023104839026927948, f1 0.467, prec 0.745, rec 0.34
VALIDATION - Epoch 171 Batch 20: loss 0.02433883585035801, f1 0.431, prec 0.825, rec 0.292
TRAINING - Epoch 172 Batch 0: loss 0.016252949833869934, f1 0.545,  prec 0.832, rec 0.405
TRAINING - Epoch 172 Batch 10: loss 0.020010963082313538, f1 0.484,  prec 0.731, rec 0.362
TRAINING - Epoch 172 Batch 20: loss 0.016775406897068024, f1 0.453,  prec 0.708, rec 0.333
TRAINING - Epoch 172 Batch 30: loss 0.014943655580282211, f1 0.626,  prec 0.738, rec 0.543
TRAINING - Epoch 172 Batch 40: loss 0.01610700413584709, f1 0.665,  prec 0.78, rec 0.58
TRAINING - Epoch 172 Batch 50: loss 0.016632623970508575, f1 0.504,  prec 0.825, rec 0.363
VALIDATION - Epoch 172 Batch 0: loss 0.024263259023427963, f1 0.391, prec 0.711, rec 0.27
VALIDATION - Epoch 172 Batch 10: loss 0.027449848130345345, f1 0.354, prec 0.787, rec 0.229
VALIDATION - Epoch 172 Batch 20: loss 0.027084607630968094, f1 0.402, prec 0.783, rec 0.271
TRAINING - Epoch 173 Batch 0: loss 0.01596476510167122, f1 0.554,  prec 0.905, rec 0.399
TRAINING - Epoch 173 Batch 10: loss 0.018901657313108444, f1 0.605,  prec 0.697, rec 0.535
TRAINING - Epoch 173 Batch 20: loss 0.020563757047057152, f1 0.429,  prec 0.75, rec 0.3
TRAINING - Epoch 173 Batch 30: loss 0.017110660672187805, f1 0.56,  prec 0.663, rec 0.484
TRAINING - Epoch 173 Batch 40: loss 0.023621197789907455, f1 0.492,  prec 0.835, rec 0.349
TRAINING - Epoch 173 Batch 50: loss 0.019585011526942253, f1 0.568,  prec 0.656, rec 0.5
VALIDATION - Epoch 173 Batch 0: loss 0.025573011487722397, f1 0.366, prec 0.677, rec 0.251
VALIDATION - Epoch 173 Batch 10: loss 0.021719815209507942, f1 0.427, prec 0.806, rec 0.291
VALIDATION - Epoch 173 Batch 20: loss 0.026537872850894928, f1 0.4, prec 0.809, rec 0.266
TRAINING - Epoch 174 Batch 0: loss 0.018245544284582138, f1 0.538,  prec 0.8, rec 0.406
TRAINING - Epoch 174 Batch 10: loss 0.016560565680265427, f1 0.606,  prec 0.782, rec 0.494
TRAINING - Epoch 174 Batch 20: loss 0.017955206334590912, f1 0.551,  prec 0.784, rec 0.425
TRAINING - Epoch 174 Batch 30: loss 0.015780596062541008, f1 0.493,  prec 0.738, rec 0.37
TRAINING - Epoch 174 Batch 40: loss 0.015544099733233452, f1 0.569,  prec 0.758, rec 0.456
TRAINING - Epoch 174 Batch 50: loss 0.017115818336606026, f1 0.52,  prec 0.892, rec 0.367
VALIDATION - Epoch 174 Batch 0: loss 0.0254663173109293, f1 0.439, prec 0.763, rec 0.308
VALIDATION - Epoch 174 Batch 10: loss 0.02454216592013836, f1 0.447, prec 0.743, rec 0.32
VALIDATION - Epoch 174 Batch 20: loss 0.02419457770884037, f1 0.392, prec 0.756, rec 0.265
TRAINING - Epoch 175 Batch 0: loss 0.01820027269423008, f1 0.504,  prec 0.752, rec 0.379
TRAINING - Epoch 175 Batch 10: loss 0.015363280661404133, f1 0.579,  prec 0.71, rec 0.489
TRAINING - Epoch 175 Batch 20: loss 0.016445418819785118, f1 0.61,  prec 0.715, rec 0.531
TRAINING - Epoch 175 Batch 30: loss 0.016260920092463493, f1 0.622,  prec 0.794, rec 0.511
TRAINING - Epoch 175 Batch 40: loss 0.018139924854040146, f1 0.509,  prec 0.742, rec 0.388
TRAINING - Epoch 175 Batch 50: loss 0.017432237043976784, f1 0.556,  prec 0.616, rec 0.506
VALIDATION - Epoch 175 Batch 0: loss 0.02423141710460186, f1 0.44, prec 0.615, rec 0.342
VALIDATION - Epoch 175 Batch 10: loss 0.024956632405519485, f1 0.469, prec 0.66, rec 0.364
VALIDATION - Epoch 175 Batch 20: loss 0.027328914031386375, f1 0.429, prec 0.599, rec 0.335
TRAINING - Epoch 176 Batch 0: loss 0.014577869325876236, f1 0.606,  prec 0.726, rec 0.52
TRAINING - Epoch 176 Batch 10: loss 0.01667911373078823, f1 0.538,  prec 0.816, rec 0.402
TRAINING - Epoch 176 Batch 20: loss 0.016146432608366013, f1 0.558,  prec 0.679, rec 0.473
TRAINING - Epoch 176 Batch 30: loss 0.017233015969395638, f1 0.539,  prec 0.708, rec 0.435
TRAINING - Epoch 176 Batch 40: loss 0.01836782693862915, f1 0.579,  prec 0.724, rec 0.482
TRAINING - Epoch 176 Batch 50: loss 0.014360572211444378, f1 0.583,  prec 0.808, rec 0.457
VALIDATION - Epoch 176 Batch 0: loss 0.02715924382209778, f1 0.452, prec 0.746, rec 0.324
VALIDATION - Epoch 176 Batch 10: loss 0.022568615153431892, f1 0.456, prec 0.733, rec 0.331
VALIDATION - Epoch 176 Batch 20: loss 0.0277382992208004, f1 0.44, prec 0.706, rec 0.319
TRAINING - Epoch 177 Batch 0: loss 0.015988824889063835, f1 0.533,  prec 0.748, rec 0.414
TRAINING - Epoch 177 Batch 10: loss 0.01683836802840233, f1 0.569,  prec 0.746, rec 0.46
TRAINING - Epoch 177 Batch 20: loss 0.017099468037486076, f1 0.587,  prec 0.661, rec 0.528
TRAINING - Epoch 177 Batch 30: loss 0.014759217388927937, f1 0.561,  prec 0.857, rec 0.417
TRAINING - Epoch 177 Batch 40: loss 0.018305329605937004, f1 0.571,  prec 0.743, rec 0.464
TRAINING - Epoch 177 Batch 50: loss 0.018968358635902405, f1 0.516,  prec 0.757, rec 0.392
VALIDATION - Epoch 177 Batch 0: loss 0.025656990706920624, f1 0.442, prec 0.641, rec 0.337
VALIDATION - Epoch 177 Batch 10: loss 0.019864602014422417, f1 0.563, prec 0.75, rec 0.451
VALIDATION - Epoch 177 Batch 20: loss 0.025334756821393967, f1 0.486, prec 0.738, rec 0.363
TRAINING - Epoch 178 Batch 0: loss 0.015080925077199936, f1 0.62,  prec 0.723, rec 0.543
TRAINING - Epoch 178 Batch 10: loss 0.01568588614463806, f1 0.563,  prec 0.689, rec 0.476
TRAINING - Epoch 178 Batch 20: loss 0.02004617266356945, f1 0.539,  prec 0.782, rec 0.411
TRAINING - Epoch 178 Batch 30: loss 0.017409304156899452, f1 0.608,  prec 0.668, rec 0.557
TRAINING - Epoch 178 Batch 40: loss 0.017111698165535927, f1 0.611,  prec 0.71, rec 0.537
TRAINING - Epoch 178 Batch 50: loss 0.018843762576580048, f1 0.606,  prec 0.692, rec 0.539
VALIDATION - Epoch 178 Batch 0: loss 0.022435108199715614, f1 0.474, prec 0.65, rec 0.373
VALIDATION - Epoch 178 Batch 10: loss 0.02268611639738083, f1 0.421, prec 0.696, rec 0.302
VALIDATION - Epoch 178 Batch 20: loss 0.025009537115693092, f1 0.464, prec 0.701, rec 0.347
TRAINING - Epoch 179 Batch 0: loss 0.016076451167464256, f1 0.577,  prec 0.736, rec 0.474
TRAINING - Epoch 179 Batch 10: loss 0.0153778325766325, f1 0.591,  prec 0.689, rec 0.518
TRAINING - Epoch 179 Batch 20: loss 0.020068122074007988, f1 0.481,  prec 0.802, rec 0.344
TRAINING - Epoch 179 Batch 30: loss 0.01674766093492508, f1 0.576,  prec 0.75, rec 0.467
TRAINING - Epoch 179 Batch 40: loss 0.016478827223181725, f1 0.568,  prec 0.777, rec 0.448
TRAINING - Epoch 179 Batch 50: loss 0.020583102479577065, f1 0.483,  prec 0.798, rec 0.347
VALIDATION - Epoch 179 Batch 0: loss 0.024708015844225883, f1 0.429, prec 0.845, rec 0.287
VALIDATION - Epoch 179 Batch 10: loss 0.02796108089387417, f1 0.369, prec 0.802, rec 0.24
VALIDATION - Epoch 179 Batch 20: loss 0.024605028331279755, f1 0.473, prec 0.836, rec 0.33
TRAINING - Epoch 180 Batch 0: loss 0.015835408121347427, f1 0.556,  prec 0.855, rec 0.412
TRAINING - Epoch 180 Batch 10: loss 0.016363099217414856, f1 0.622,  prec 0.684, rec 0.57
TRAINING - Epoch 180 Batch 20: loss 0.02215038612484932, f1 0.401,  prec 0.697, rec 0.281
TRAINING - Epoch 180 Batch 30: loss 0.015299367718398571, f1 0.567,  prec 0.778, rec 0.446
TRAINING - Epoch 180 Batch 40: loss 0.016872402280569077, f1 0.583,  prec 0.857, rec 0.441
TRAINING - Epoch 180 Batch 50: loss 0.015920229256153107, f1 0.538,  prec 0.689, rec 0.441
VALIDATION - Epoch 180 Batch 0: loss 0.025723768398165703, f1 0.514, prec 0.665, rec 0.419
VALIDATION - Epoch 180 Batch 10: loss 0.026927800849080086, f1 0.408, prec 0.583, rec 0.314
VALIDATION - Epoch 180 Batch 20: loss 0.02032409980893135, f1 0.558, prec 0.736, rec 0.45
TRAINING - Epoch 181 Batch 0: loss 0.015201954171061516, f1 0.532,  prec 0.736, rec 0.417
TRAINING - Epoch 181 Batch 10: loss 0.019117964431643486, f1 0.527,  prec 0.803, rec 0.393
TRAINING - Epoch 181 Batch 20: loss 0.014333005994558334, f1 0.594,  prec 0.782, rec 0.478
TRAINING - Epoch 181 Batch 30: loss 0.014218172058463097, f1 0.626,  prec 0.763, rec 0.531
TRAINING - Epoch 181 Batch 40: loss 0.013160152360796928, f1 0.647,  prec 0.785, rec 0.551
TRAINING - Epoch 181 Batch 50: loss 0.016559207811951637, f1 0.538,  prec 0.748, rec 0.421
VALIDATION - Epoch 181 Batch 0: loss 0.023067820817232132, f1 0.48, prec 0.708, rec 0.364
VALIDATION - Epoch 181 Batch 10: loss 0.025438254699110985, f1 0.483, prec 0.664, rec 0.379
VALIDATION - Epoch 181 Batch 20: loss 0.026129676029086113, f1 0.417, prec 0.684, rec 0.3
TRAINING - Epoch 182 Batch 0: loss 0.015715859830379486, f1 0.604,  prec 0.763, rec 0.5
TRAINING - Epoch 182 Batch 10: loss 0.014484046027064323, f1 0.542,  prec 0.776, rec 0.416
TRAINING - Epoch 182 Batch 20: loss 0.014474578201770782, f1 0.582,  prec 0.792, rec 0.46
TRAINING - Epoch 182 Batch 30: loss 0.016007037833333015, f1 0.574,  prec 0.759, rec 0.461
TRAINING - Epoch 182 Batch 40: loss 0.01880165934562683, f1 0.572,  prec 0.686, rec 0.491
TRAINING - Epoch 182 Batch 50: loss 0.017920952290296555, f1 0.545,  prec 0.772, rec 0.422
VALIDATION - Epoch 182 Batch 0: loss 0.021018557250499725, f1 0.468, prec 0.706, rec 0.35
VALIDATION - Epoch 182 Batch 10: loss 0.0268363356590271, f1 0.463, prec 0.73, rec 0.339
VALIDATION - Epoch 182 Batch 20: loss 0.023186974227428436, f1 0.456, prec 0.781, rec 0.322
TRAINING - Epoch 183 Batch 0: loss 0.015875041484832764, f1 0.526,  prec 0.774, rec 0.398
TRAINING - Epoch 183 Batch 10: loss 0.01533345878124237, f1 0.59,  prec 0.737, rec 0.492
TRAINING - Epoch 183 Batch 20: loss 0.01743994653224945, f1 0.54,  prec 0.675, rec 0.45
TRAINING - Epoch 183 Batch 30: loss 0.01693590357899666, f1 0.663,  prec 0.738, rec 0.601
TRAINING - Epoch 183 Batch 40: loss 0.014919169247150421, f1 0.522,  prec 0.817, rec 0.384
TRAINING - Epoch 183 Batch 50: loss 0.019287120550870895, f1 0.556,  prec 0.719, rec 0.453
VALIDATION - Epoch 183 Batch 0: loss 0.023858526721596718, f1 0.51, prec 0.761, rec 0.383
VALIDATION - Epoch 183 Batch 10: loss 0.0253037977963686, f1 0.47, prec 0.757, rec 0.341
VALIDATION - Epoch 183 Batch 20: loss 0.029210463166236877, f1 0.465, prec 0.756, rec 0.336
TRAINING - Epoch 184 Batch 0: loss 0.016545899212360382, f1 0.591,  prec 0.784, rec 0.475
